group
GC
GC
GC
GC
GC
GC
GC
GC
GC
GC
GC
GC
GC
GC
GC
GC
GC
GC
GC
GC
GC
GC
GC
GC
GC
GC
GC
GC
GC
GC
GC
GC
GC
GC
GC
GC
GC
GC
GC
GC
GC
GC
GC
GC
GC
GC
GC
GC
GC
GC
GC
GC
GC
GC
GC
GC
GC
GC
GC
GC
GC
GC
GC
GC
GC
GC
GC
GC
GC
GC
GC
GC
GC
GC
GC
GC
GC
GC
GC
GC
GC
GC
GC
GC
GC
GC
GC
GC
GC
GC
GC
GC
GC
GC
GC
GC
GC
GC
GC
GC
GC
GC
GC
GC
GC
GC
GC
GC
GC
GC
GC
GC
GC
GC
GC
GC
GC
GC
GC
GC
G2
G2
G2
G2
G2
G2
G2
G2
G2
G2
G2
G2
G2
G2
G2
G2
G2
G2
G2
G2
G2
G2
G2
G2
G2
G2
G2
G2
G2
G2
G2
G2
G2
G2
G2
G2
G2
G2
G2
G2
G2
G2
G2
G2
G2
G2
G2
G2
G2
G2
G2
G2
G2
G2
G2
G2
G2
G2
G2
G2
G2
G2
G2
G2
G2
G2
G2
G2
G2
G2
G2
G2
G2
G2
G2
G2
G2
G2
G2
G2
G2
G2
G2
G2
G2
G2
G2
G2
G2
G2
G2
G2
G2
G2
G2
G2
G2
G2
G2
G2
G2
G2
G2
G2
G2
G2
G2
G2
G2
G2
G5
G5
G5
G5
G5
G5
G5
G5
G5
G5
G5
G5
G5
G5
G5
G5
G5
G5
G5
G5
G5
G5
G5
G5
G5
G5
G5
G5
G5
G5
G5
G5
G5
G5
G5
G5
G5
G5
G5
G5
G5
G5
G5
G5
G5
G5
G5
G5
G5
G5
G5
G5
G5
G5
G5
G5
G5
G5
G5
G5
G5
G5
G5
G5
G5
G5
G5
G5
G5
G5
G5
G5
G5
G5
G5
G5
G5
G5
G5
G5
G5
G5
G5
G5
G5
G5
G5
G5
G5
G5
G5
G5
G5
G5
G5
G5
G5
G5
G5
G5
G5
G5
G5
G5
G5
G5
G5
G5
G5
G5
G5
G5
G5
G5
G5
G5
G5
G5
G5
G5
G5
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G7
G14
G14
G14
G14
G14
G14
G14
G14
G14
G14
G14
G14
G14
G14
G14
G14
G14
G14
G14
G14
G14
G14
G14
G14
G14
G14
G14
G14
G14
G14
G14
G14
G14
G14
G14
G14
G14
G14
G14
G14
G14
G14
G14
G14
G14
G14
G14
G14
G14
G14
G14
G14
G14
G14
G14
G14
G14
G14
G14
G14
G14
G14
G14
G14
G14
G14
G14
G14
G14
G14
G14
G14
G14
G14
G14
G14
G14
G14
G14
G14
G14
G14
G14
G14
G14
G14
G14
G14
G14
G14
G14
G14
G14
G14
G14
G14
G14
G14
G14
G14
G14
G14
G14
G14
G14
G14
G14
G14
G14
G14
