group,days_post_btx,pct_contractile_area,shapeleastaxislength_delta,shapemajoraxislength_delta,shapemaximum2ddiametercolumn_delta,shapemaximum2ddiameterrow_delta,shapemaximum2ddiameterslice_delta,shapemaximum3ddiameter_delta,shapemeshvolume_delta,shapeminoraxislength_delta,shapesphericity_delta,shapesurfacearea_delta,shapesurfacevolumeratio_delta,shapevoxelvolume_delta,firstorder10percentile_delta,firstorder90percentile_delta,firstorderenergy_delta,firstorderentropy_delta,firstorderinterquartilerange_delta,firstorderkurtosis_delta,firstordermaximum_delta,firstordermeanabsolutedeviation_delta,firstordermean_delta,firstordermedian_delta,firstorderminimum_delta,firstorderrange_delta,firstorderrobustmeanabsolutedeviation_delta,firstorderrootmeansquared_delta,firstorderskewness_delta,firstordertotalenergy_delta,firstorderuniformity_delta,firstordervariance_delta,glcmautocorrelation_delta,glcmclusterprominence_delta,glcmclustershade_delta,glcmclustertendency_delta,glcmcontrast_delta,glcmcorrelation_delta,glcmdifferenceaverage_delta,glcmdifferenceentropy_delta,glcmdifferencevariance_delta,glcmid_delta,glcmidm_delta,glcmidmn_delta,glcmidn_delta,glcmimc1_delta,glcmimc2_delta,glcminversevariance_delta,glcmjointaverage_delta,glcmjointenergy_delta,glcmjointentropy_delta,glcmmcc_delta,glcmmaximumprobability_delta,glcmsumaverage_delta,glcmsumentropy_delta,glcmsumsquares_delta,gldmdependenceentropy_delta,gldmdependencenonuniformity_delta,gldmdependencenonuniformitynormalized_delta,gldmdependencevariance_delta,gldmgraylevelnonuniformity_delta,gldmgraylevelvariance_delta,gldmhighgraylevelemphasis_delta,gldmlargedependenceemphasis_delta,gldmlargedependencehighgraylevelemphasis_delta,gldmlargedependencelowgraylevelemphasis_delta,gldmlowgraylevelemphasis_delta,gldmsmalldependenceemphasis_delta,gldmsmalldependencehighgraylevelemphasis_delta,gldmsmalldependencelowgraylevelemphasis_delta,glrlmgraylevelnonuniformity_delta,glrlmgraylevelnonuniformitynormalized_delta,glrlmgraylevelvariance_delta,glrlmhighgraylevelrunemphasis_delta,glrlmlongrunemphasis_delta,glrlmlongrunhighgraylevelemphasis_delta,glrlmlongrunlowgraylevelemphasis_delta,glrlmlowgraylevelrunemphasis_delta,glrlmrunentropy_delta,glrlmrunlengthnonuniformity_delta,glrlmrunlengthnonuniformitynormalized_delta,glrlmrunpercentage_delta,glrlmrunvariance_delta,glrlmshortrunemphasis_delta,glrlmshortrunhighgraylevelemphasis_delta,glrlmshortrunlowgraylevelemphasis_delta,glszmgraylevelnonuniformity_delta,glszmgraylevelnonuniformitynormalized_delta,glszmgraylevelvariance_delta,glszmhighgraylevelzoneemphasis_delta,glszmlargeareaemphasis_delta,glszmlargeareahighgraylevelemphasis_delta,glszmlargearealowgraylevelemphasis_delta,glszmlowgraylevelzoneemphasis_delta,glszmsizezonenonuniformity_delta,glszmsizezonenonuniformitynormalized_delta,glszmsmallareaemphasis_delta,glszmsmallareahighgraylevelemphasis_delta,glszmsmallarealowgraylevelemphasis_delta,glszmzoneentropy_delta,glszmzonepercentage_delta,glszmzonevariance_delta,ngtdmbusyness_delta,ngtdmcoarseness_delta,ngtdmcomplexity_delta,ngtdmcontrast_delta,ngtdmstrength_delta,ehat_norm,erat_days_pred,erat_norm
GC,0,0.58529926,0,-40.30885486627301,-44.5,1.5,-43.24276065148746,-43.24276065148746,-2990.5,-2.983656183005664,0.0033035705700210916,-5998.399000279402,0.0038295679628750356,-2989.0,-14.0,-36.0,-79089161.0,-0.47511462499212986,-17.0,3.4980710919115596,-22.5,-7.42819809248245,-22.03285992581479,-18.0,-1.0,-21.5,-7.4038325597317485,-22.282483451724794,0.6854455089557966,-79089161.0,0.11485041284402159,-329.4027191280885,-5.131048385200695,-25.150057262179303,1.0334476845525398,-2.447735262453145,-0.05352530827379251,-0.018749945131556922,-0.051344020938502044,-0.10862933110457151,-0.031937969562368496,0.025308462580036495,0.025453881735722494,-1.0705833398572118e-05,0.0030186307321259376,0.006115727054593956,-0.028185051951506113,-0.04943539452012352,-0.8552338452686152,0.10789114651109197,-0.6582041228365547,-0.0004538655413210968,0.18812949440689947,-1.7104676905372358,-0.5976321435173246,-0.625315142681731,-0.8053951522638343,1444.3619653486294,0.088935388230168,-0.14724093602530486,2049.814679948111,-0.6206810874066421,-5.13722841572749,5.528784938522591,-247.5745669725345,11.000888895804945,0.1562871915741285,-0.0034838273252064574,-0.164812975392536,0.003020778232956805,-156.2549996686048,0.05933605689191798,-0.4031116752480799,-4.788177662722986,92.7085009607766,60.14277815990886,53.201215007963,0.13122564840058398,-0.0370430856582189,-330.8892544362951,-0.013805842395664014,-0.04821978293857551,65.48884184292928,-0.012405447344013998,-1.391763439761529,0.03621972248846263,8.178140903695748,0.08626835413864953,-0.71331563822319,-5.6547664341576045,330796.4412337605,490595.74573272467,130637.4216325033,0.194072063195326,-8.974232151277198,-0.018706959445727242,-0.052521954931027987,-1.1027110052743372,0.006577896534517055,-0.23913050327867058,-0.0013193913389378045,328087.019994146,12.64562740208899,5.5917214724889616e-05,-2.3381511857324293,-0.0032810954211866996,0.01036572126504106,0.24375373498900976,-0.003506932634656004,0.001302294202514341
GC,0,0.38440691,0,-40.460616314704,-30.0,19.0,-39.44553566718298,-39.44553566718298,1919.5,12.620720786270795,-0.003916050528799203,3763.7131987809007,-0.012250439848859873,1897.0,11.0,27.0,25882412.0,0.40735196755767,6.0,1.2478714034468004,66.0,4.360778146848698,15.826141477089198,13.0,0.0,66.0,2.981627798176799,16.7499507707316,0.4545050264754781,25882412.0,-0.06720432582744001,284.50931467864297,3.0706802951791,72.8690636410275,6.6389679831719395,2.1092430762408103,0.06452347127668098,0.028846719125690035,0.056101927860934986,0.12880425181601995,0.040859751365103,-0.026702431435454033,-0.027208809588892935,0.0027436138376220054,0.0027895019133320487,0.0031080138417080017,0.030244100769517,0.04925307029588902,0.60516269005106,-0.06978923523953698,0.6020280560122102,0.034403240305602045,0.0074910132540420005,1.21032538010212,0.5294199542936404,0.543441636879372,0.6708797379208802,-613.4245609795398,-0.079135737813161,0.17615394405873985,-336.4424572616199,0.5310719766587141,3.0673215757023904,-5.376125622864002,133.46521928955102,-15.538936122709302,-0.20029981382482703,0.002407427747356302,0.11493510820789499,-0.0028210000047468996,73.85995758665399,-0.077928908646965,0.778582515966217,3.427863346390221,-82.7048505558111,32.10721058826198,-89.46178638316991,-0.10510902842338599,0.19107510320179966,200.40287614465097,0.016914231195979,0.04703106141892899,-68.9786443487308,0.00816679805160403,1.4326062293541497,-0.020081354379346106,-7.393458120627702,-0.06939884328469101,1.77296415420854,5.12951408583853,-31773.465872565983,656253.2720741199,-129746.92972237141,-0.014893424786565967,-3.0115333711476593,-0.027031348681490597,-0.06807768149242802,-0.06766207034994998,-0.005900313658714809,0.54614237690636,-0.0007746985255299103,-33952.14299708698,-44.133979985583004,-0.00024421634830679986,4.91632966460075,-0.0015751367153609402,0.0398060147487064,0.538898083260497,-0.0001775820752914696,0.001539599583797377
GC,0,0.61354579,0,-13.882679649583963,-5.0,28.0,-18.462033518570024,-18.462033518570024,6823.249999999998,25.4064262572958,-0.011877114068048991,13613.941995315898,-0.020701671131909904,6812.0,13.0,33.0,53985087.0,0.55652825077111,10.0,2.97314036723104,89.0,6.6441475158970995,20.965099070710004,17.0,0.0,89.0,4.0743303413405005,23.043474641467398,0.6968761525375069,53985087.0,-0.098552623609928,484.0192492031309,4.28857417778094,193.978300428196,15.527569316409549,3.26327369903222,0.059350544851861003,0.05888538631148199,0.050420800802224996,0.11839245706564405,0.03807278184760901,-0.023765897605244946,-0.024317425996148945,0.0014983315802910013,0.00279769956051501,-0.03484134296460606,0.052890788908182995,0.043020826950036006,0.8059740163527498,-0.090023875345561,0.74245818544766,0.06355027485535902,-0.00956061398221797,1.6119480327054898,0.6761166117496602,0.8306560609710171,0.7818312187883598,635.15958427632,-0.069311596802207,0.11346826052885017,574.6047154483094,0.849682493787811,4.361433986756031,-4.439153256431801,188.03310571736097,-18.1820961839273,-0.24998996280319197,0.002126060059515201,0.19347514830315202,-0.0043327802169091595,188.02140387064605,-0.10221694866646,1.450784445113398,5.86673405408686,-82.35912817702192,89.46250752940398,-94.3143904450354,-0.149090261803278,0.43255929887721045,313.58146538137504,0.0066071372175579846,0.03862401275042299,-69.6337244227501,-0.0016464867996479615,2.7227713669225997,-0.035978703739876806,-2.801176470588203,-0.091514532871972,3.1620584775086598,10.07117647058824,-31930.600588235015,637710.1214705901,-129617.24692022911,-0.07201863379802498,-0.7217647058823005,-0.0286953287197231,-0.04520177371578099,1.2686070734430202,-0.0231488979424036,0.8845902479537902,-0.00021804631438907852,-32375.078085121,-18.548307738142498,-0.0004158959354840499,9.78792388503415,0.0006151566928860206,0.0668019547033359,0.20225487409270881,-0.0009202111947435713,0.0014866673727846975
GC,0,0.38053758000000004,0,-5.142837018780028,5.0,17.0,5.419384029900982,5.419384029900982,3007.6666666666006,11.9517552594764,-0.006589684311599689,6007.618571406398,-0.012064068773309788,3002.0,11.0,24.0,26522351.0,0.3656234076226399,5.0,1.6153994008124704,66.0,3.0339048614807993,16.2015065330003,15.0,0.0,66.0,1.809656272864201,16.411297661027803,0.41900786165831105,26522351.0,-0.05875672905462398,216.17782101571703,2.86571642174717,62.13052032639081,5.35326636428114,1.6082358427487695,0.04386646402180702,0.029226445756733943,0.036128222404085,0.08924208030487701,0.029032602528691,-0.016828085940014947,-0.017290287040269914,0.0031870407590589567,0.005297686189554951,-0.01292047659239104,0.033405812179361005,0.029864254578809007,0.6034653591622503,-0.05653420672436196,0.49905827075000975,0.035547942443813096,0.0021655645906030196,1.2069307183245002,0.4489378552376402,0.41302557669263706,0.54167992393405,27.629768416069965,-0.056292360166742994,-0.013018718300429999,196.15875271776986,0.421549756206706,2.9299024776407996,-3.3139239271629037,138.428368409017,-17.2832775425912,-0.23206667977025397,0.0006586202174767991,0.10675199590829801,-0.0038584614020079197,54.360207809661006,-0.08155368527735601,0.7488519022922039,3.4454805121905396,-80.48148156424821,74.03975282127197,-98.0958668077217,-0.11238133685676499,0.3282163425134801,146.68144994580098,0.002892144649993003,0.027854208025803018,-71.7571779676344,-0.014518921542474028,1.4081546769086801,-0.0274079961587873,-9.022341696535197,-0.08935403222238003,1.6134461273621898,5.970250896057309,71126.09056152898,948794.2954599721,-112568.280643089,-0.02595293362267298,-3.9161290322580005,-0.035918603306740696,-0.063548375525733,0.4143118313421901,-0.01020521000455231,0.7671321260079802,-0.00121051937957436,68101.88649335096,-48.01435611519209,-0.00028359641638241997,4.564302378740461,-0.00289511098985217,0.0408997945483031,0.5445827739970894,0.0017785516810359463,0.0016790264956256394
GC,0,0.47978725,0,-10.312661265911004,6.0,25.0,7.759575482510968,7.759575482510968,5385.749999999998,19.709182435824893,-0.008656811336852699,10762.390258832998,-0.013705284310809862,5379.0,13.0,33.0,60987222.0,0.5341116843512999,9.0,3.61834849673259,82.0,7.1917377289674,21.2221786915796,17.0,0.0,82.0,3.1532036804201997,24.257241541037693,0.9514650719298751,60987222.0,-0.07404379291678198,647.851752920126,4.735779403357481,316.13191059380165,25.303854445876972,4.182382147922899,0.07355285754895799,0.05082118021391702,0.05823468251300598,0.136836995299494,0.046999093985894,-0.026619783798937036,-0.027585523752908014,0.0014954078592170905,0.002563193020371002,-0.02188486070514306,0.03972727859398706,0.04535517888797799,0.80997269656257,-0.06620617570345999,0.7203610383147496,0.05409549701726102,0.0037147083641860257,1.6199453931251395,0.6395626135339598,1.0639837513679629,0.7385777835858405,101.99357826268988,-0.07056177306872499,0.2435792265218999,276.6734082617404,1.111553593973427,4.87511773886958,-5.0608255082563005,177.73783439108698,-16.459011718115203,-0.226189326450965,0.003470852969266903,0.299568213557207,-0.00403232366435171,83.97616877247299,-0.10360687637374,1.9882489559634018,7.43653387347388,-72.7731839547329,71.20980634177397,-81.6782289530222,-0.13808254315353302,0.40548723639497997,369.734436117766,0.015719167310495996,0.045505465932068,-60.589213528046,0.014510509204120003,4.10600859528422,-0.0341222098383269,-3.956821974072696,-0.091863844885774,3.9159643886761097,16.0680528815299,-68857.04425619298,355328.9168271099,-127770.7547447763,-0.12726128965924902,1.4830958798614002,-0.0201470739195483,-0.04252381854458101,3.3929118745050495,-0.032752471032106795,0.9351656255655794,0.0014539065062531015,-66729.906545198,-21.8707253725622,-0.0002658262074854501,9.477866591032889,0.0009388946295529107,0.07149076880139771,0.39876846514804587,0.001896647868919034,0.0016874440114125677
GC,0,0.53311729,0,-55.27117098486701,-31.0,35.0,-25.152523259623024,-25.152523259623024,6952.999999999998,33.388916657854296,-0.013566567307564295,13856.068485771302,-0.025104795885329878,6935.0,15.0,36.0,62945748.0,0.6587348053578097,11.0,2.2034332721320506,73.0,9.276613351132301,23.9984525259977,19.0,0.0,73.0,4.123451481861501,28.075742178552296,0.7574263013348901,62945748.0,-0.10601204415499799,816.35683820006,5.27883708037054,417.6736604423181,32.51439507042196,5.090853065465879,0.10287664896874499,0.055085382974291996,0.08186967478747298,0.189812047187209,0.06536155972670299,-0.037493976301931076,-0.03883413997560903,0.0003495258880900076,-0.002140009691019018,-0.020283153816649024,0.05107244413852596,0.06405808438973698,0.91797526270607,-0.10061750703821201,0.9043289776758399,0.05175159470971202,-0.059595652492100026,1.8359505254121498,0.7975523799166,1.298432428608649,0.9367863763120998,371.84575452474974,-0.090863371231825,0.6527945167642,553.8783250096794,1.375666698941794,5.47367864950218,-6.596806857782802,184.847850864094,-20.2786294725639,-0.27373729386445395,0.006904062456384197,0.40148424508068803,-0.0040716491508403,173.28568968400702,-0.12817085562020003,2.490717398479588,8.624195785482868,-94.4975894034696,74.99366148858303,-106.0475493781517,-0.163812896745527,0.4145963862070401,493.14052488410795,0.030654782267601002,0.062212811582262995,-78.0161599706082,0.06571541688139998,5.57085077402617,-0.029137449683841896,4.6770247469066,-0.107712631560467,4.6459809180779,17.80898481439813,-156204.944178852,122210.94945162302,-185543.1873798192,-0.06732541633098502,5.69474128233966,-0.020097184008143504,-0.030094327605206,3.9580048734497697,-0.024499648993870894,1.1160082392531896,0.00408517321068249,-150200.16777879998,-7.820302607149195,-0.0005235961669841601,8.11740622091419,0.00375868542530656,0.014157666290698992,0.3204177469694177,0.0008178161602196327,0.0016105483630246113
GC,0,0.5399388900000001,0,-108.72800453937197,-89.0,15.0,-110.95160703446197,-110.95160703446197,5239.749999999998,21.475358686202803,-0.008429983420178103,10257.342652486703,-0.028864956911910156,5177.0,15.0,51.0,95544070.0,0.6579516736414499,18.0,-3.21477089972327,2.0,12.399922142458703,28.679706543403398,24.0,0.0,2.0,7.6841949791238005,32.35052992739891,-0.40384378452860004,95544070.0,-0.11168729331505697,1269.2938838993402,8.06075265507656,1107.394192204279,67.99577270677351,8.742415529471078,0.09270111705043102,0.023122039179576004,0.07195991480670999,0.15096993321928998,0.05526574705705198,-0.03260273742311404,-0.03390583717898299,-0.00040617299315504063,-0.0043955002933150356,-0.018394069132288027,0.03037347473024099,0.05456358508036299,1.13298631732009,-0.10090729253574701,0.8931017144407098,0.012830589655619007,-0.074351882439252,2.2659726346401694,0.7964158258117098,2.2087791616303702,0.9140009245276497,14.599227216850068,-0.07046625827491201,0.16615031667065994,-536.1167843727999,2.18161003267576,8.015752746117549,-5.721944175308799,308.064912774253,-18.052126806041002,-0.249189172662163,0.0040985589628015,0.418449819853691,-0.00428923962207653,68.677558394284,-0.08212324432245302,2.40997411545073,9.862803748139699,-66.2776832002225,161.708882343261,-74.8796804019977,-0.13537424751209998,0.32720906208108946,440.12355341129495,0.014780587721060001,0.05183245332654299,-56.245778206504205,0.011676099514784044,4.89389029145701,-0.031250549016490894,-0.21160980906710236,-0.05392680771174001,2.5998443942715506,15.862252284861103,-108928.42459958297,221836.03599221003,-122778.71393259481,-0.08798584845010601,0.6281784453896009,-0.0176344097124215,-0.04580658714278801,0.96839118765112,-0.017957530982306,0.69856581806597,0.0011788977023022996,-107732.14109682199,-0.9230607985659987,-0.00024170565653477993,2.912195700108599,0.00835729044945841,-0.073505864663736,0.31039567949811375,-0.002304400098565641,0.0013880068473361732
GC,0,0.5157836434984985,0,-88.72134280608299,-75.0,31.0,-90.430198130218,-90.430198130218,6123.25,26.643425990980198,-0.008274330788385603,12047.162145231501,-0.024189907245700137,6069.0,15.0,50.0,106299160.0,0.6060631447952503,15.0,-5.1515444697630794,0.0,11.096163731197304,27.069207796921205,22.0,0.0,0.0,6.896990782139598,29.680736711891804,-0.65064064522947,106299160.0,-0.09755504695851602,1053.85819682395,7.628867878763379,806.6355366390769,50.1367841939649,7.448744673785621,0.07405793938043098,0.022192905719350953,0.059089847746573027,0.12271542633155197,0.043957022912815,-0.027122444036235094,-0.028048114709900984,-0.0006005138719479275,-0.0048289981032278995,-0.023072385877446977,0.028568689181893037,0.04667467630734298,1.0827954431634903,-0.084865901899359,0.81518253599201,0.009955465258325025,-0.06410078569992,2.1655908863269797,0.7333388124003202,1.8807006532915203,0.8286736584399401,218.32753342444994,-0.06141212992110298,0.004887536385779878,-372.4837246795596,1.81852278039479,7.512632708391041,-4.965589592421296,310.00201735769895,-15.918739904906701,-0.221875099478424,0.0027997806718166977,0.343371690029178,-0.0038901468153488107,71.38518000568797,-0.080257762890968,1.7705780659493495,8.771238705247,-43.6240951874832,176.43144897451003,-50.052337219554595,-0.124546561439807,0.31360096246130986,423.22922075494205,0.006549325082125995,0.04350065299334102,-35.0580370911065,-0.007704436448911001,3.5585091057555207,-0.0287289659436221,1.0694831760875019,-0.04424141902493901,1.9617937302096697,12.514853469149202,-130696.12265174903,83122.36838940694,-110984.9761898492,-0.075285528883928,1.414444351674101,-0.014087112179449399,-0.01886654159616699,2.23393765461041,-0.015232585874257604,0.6856300835253295,0.0007970199027575002,-129891.96243754,2.4130953811189,-0.00019291513855398002,-0.03471408491389916,0.00782577782447292,-0.11871844209780999,0.34588376297178913,0.0016638925300593603,0.0016708539607558715
GC,0,0.5157836434984985,0,-108.32739089823099,-50.0,34.0,-47.74431061827198,-47.74431061827198,8765.999999999998,32.66091974060149,-0.012007726773105992,17418.6306145499,-0.025518235766050168,8731.0,15.700000000000198,70.0,150910003.0,0.8424393108253301,21.0,-4.016126030491139,23.0,16.2755781024613,35.193206895390595,28.0,0.0,23.0,9.125222292779299,41.555896767617995,-0.2720307205100201,150910003.0,-0.13055635964145,1664.211144286318,10.20335064311951,1198.718212538404,79.0713657535241,11.18021684899379,0.110345608542078,0.04745906566020497,0.086868924441655,0.18752428455272607,0.06703419472796399,-0.03958716224841996,-0.04108679381078495,-0.0005788417256950007,-0.00572821531913803,-0.034203474992559046,0.042808680767561946,0.06694525479098198,1.3922771850152598,-0.113430919763122,1.1166546302501001,0.03568664068052607,-0.09068825083536397,2.7845543700305098,0.9977186572928298,2.82264061438398,1.1334719444805303,324.48763573273027,-0.089209489026538,0.4167756020172697,-360.99940710582996,2.80087086638978,10.200186891943279,-7.155137852435502,367.633358680406,-18.9222384691598,-0.26455323447370394,0.0057340496798271995,0.553186446266374,-0.004652604977272149,98.00705921625001,-0.12276131685264799,3.5130273275643504,14.155410533214308,-79.58882879467849,165.153550631129,-82.174791145176,-0.16815847876497397,0.45746531379576005,736.720485021535,0.031388668740926995,0.06606648314118699,-64.02020850925389,0.03943342351606399,7.4443553256877,-0.0353638514242222,7.367750783699098,-0.06665626776016,2.85677763201139,19.0519200626959,-177183.808124347,1887.7170193300117,-142921.446852945,-0.140726455251171,3.4896159874608,-0.0261634990627549,-0.07329871501785001,0.4208728200923204,-0.0328050245448112,1.0948928633530102,0.003336196221788299,-173797.01984156301,1.5623892362497003,-0.00026277784104483995,2.1401782908756015,0.01059071028124929,-0.08904408523143842,0.34588376297178913,-0.0046916409464546425,0.001217852010973473
GC,0,0.5157836434984985,0,-105.04140562187001,-70.0,32.0,-73.29488245656097,-73.29488245656097,5515.499999999998,29.685926463184302,-0.00826926090458649,10875.098308882996,-0.02294189343129993,5468.0,7.0,21.0,36369286.0,0.3203742125656601,9.0,-3.7646151907666203,-71.0,3.575745969247002,13.375805966424501,14.0,0.0,-71.0,2.7873434200876,13.274922279186995,-0.587940830217211,36369286.0,-0.06800043892104901,175.03067163959895,2.6894087323621303,6.0386956727343915,-0.38546476973332044,1.47806222242634,-0.015060090913365992,0.04117357989145498,-0.012293745775090986,-0.029946418915906103,-0.009898138708989979,0.005698266393209028,0.005870238373717029,-0.0015286338567849223,-0.0045221413109750586,-0.06945730825026397,0.038214862649840975,-0.00999078682801699,0.5321411947760901,-0.052867660812093015,0.3490197967872799,0.037601409669439034,-0.02896447172903699,1.0642823895521705,0.36388945485929014,0.3657505328782369,0.3174524111452497,1727.3030229592496,0.006298053033435003,-0.7372006861323199,411.7897458862608,0.320960048971091,2.5649271994978804,1.4387907136690004,171.50689315965897,-10.578754929740597,-0.158592669118524,-0.004587664386430698,-0.01851646066631399,-0.00346272577267387,27.18478795883391,-0.04703347239103903,0.09816211831542998,2.0813825360189098,-39.20457703835859,155.33389920526798,-56.7318169272808,-0.08079379512773999,0.46694414121920946,-46.247641058792965,-0.033710614551033,-0.018090787496352984,-40.170047885446095,-0.09856334501086503,-0.88583123258914,-0.0264555234900443,-0.9858385093167996,0.010603664982061,-0.6730878592646903,-1.9977639751552996,96886.47503105603,1215922.6511801202,-42381.78965285898,0.029187862103663975,-3.7525465838509007,-0.0162859148952587,-0.04851562636384901,-1.37310598153169,0.006144057653494309,0.09690084285526002,-0.00360003458278631,87749.959770441,21.479378186390804,-0.00015539821200408004,-6.61581392723471,0.005794820949798501,-0.1544867532265533,0.34588376297178913,0.0022952144766467705,0.0017158525550991085
GC,0,0.5157836434984985,0,-133.98299228784697,-73.0,28.0,-90.23765996314995,-90.23765996314995,1836.4999999999982,20.498220931607,-0.0025959095229663026,3470.837456339199,-0.01742693884578994,1780.0,7.0,8.0,12698881.0,0.09373855025383016,5.0,-5.233856632295681,-87.0,-0.2679350426373013,8.097979622252296,10.0,0.0,-87.0,2.0484921646754,4.247989564905303,-1.2423704968899991,12698881.0,-0.042022053668506976,-259.806966320132,1.1885497720842402,-243.2149202316238,-22.672596302835032,-1.2156614749794805,-0.053772873794876,0.004114504073983949,-0.043385010008573005,-0.10502942891629008,-0.035248446482186,0.019973233936455004,0.020653718625656015,-0.0011631948068980824,-0.0017930150421660018,-0.05701287070557204,0.017135179483197982,-0.03440933618151598,0.32437640691297975,-0.028897993612292006,0.038430479624299796,-0.0025224583582189597,-0.01949457956018702,0.6487528138259604,0.09269986294651034,-0.31735858719359,0.01881119286579036,1114.7952041915005,0.03686825790718301,-1.1818739231349604,-213.72854958185962,-0.37837249126985006,1.02596430376361,3.890058539859794,145.176511772677,-7.736178997000799,-0.12168999870000102,-0.007673796801912398,-0.159700838532725,-0.0031296249377733,-62.622820192885,0.0034351393873260083,-1.27870505741583,-1.5149255004677293,-1.732518539986998,177.77744370199804,-21.4315459013091,-0.03741352055031,0.31810229485369934,-299.466523255224,-0.06274883772154101,-0.042850852561097,-10.714475759292597,-0.145414496324021,-3.4851379396165103,-0.023207426785691897,-5.197468876814099,0.050646138807284996,-2.5431468527144703,-8.6131095673705,53518.26986037602,850784.3728935941,-26950.709585056,0.07079660509380298,-6.9202833757479905,-0.005434330589708589,0.005730652646622009,-0.84559349250152,0.011597662269049298,-0.45424799433765983,-0.00600356340091115,41280.01769344602,13.747401493311298,4.5163727333760034e-05,-6.50399809141104,0.003394776451799559,-0.12486006707767738,0.34588376297178913,0.0006431244197257634,0.0015980968985886141
GC,0,0.72255504,0,31.59342040190802,56.0,15.0,79.05753854208302,79.05753854208302,1991.0,3.1242821432939962,-0.002423229222374701,4156.572040381005,0.0042652208496503086,2037.0,-18.0,-30.0,-55981221.0,-0.21978459409040996,-13.0,4.985545720924691,-6.0,-3.7410927809605994,-22.71393130933059,-23.0,-7.0,1.0,-5.184190140924761,-21.531162893039095,1.1139269912029401,-55981221.0,0.09274172727326901,-61.16842509543801,-5.049802000146789,30.761064307901997,4.91599993762116,-0.5619841088384598,-0.03643062769109498,0.0014932976998450753,-0.035214996469034004,-0.08054174033873307,-0.02303875883516801,0.01740489303084003,0.017485935112310003,0.0005588210171180163,0.0038992703718689903,-0.014050429504082085,-0.015396169000359006,-0.03415131914972999,-0.9030356593905298,0.09483175692380302,-0.35719603441192005,0.011402777847315027,0.19766558161335102,-1.8060713187810498,-0.31861061168618,-0.149603684132389,-0.5165527406618504,2370.6608460770794,0.07377501459161204,-0.2887856952972201,2942.1087161238,-0.12865602242310403,-5.06881484520624,3.603419783282696,-279.951799283541,11.407589358496892,0.171941222069729,-0.004277059100272301,-0.16664710287993598,0.00317228863824169,-2.817750847500065,0.022630824763667012,0.1437455627347799,-4.23314118620191,77.9629848205372,-46.96302916905995,38.3881483229121,0.148525703844717,0.16477802672176,-128.94815385825802,-0.016980033508724984,-0.03272799868418702,52.138126198494994,-0.039442304932488015,-1.4683179174524197,0.027420920653997198,-14.332152718546205,0.021462571354376986,0.39035569861282005,-3.5047200497303894,573015.941407775,508293.25919072004,185571.2118023311,0.17327169560787398,-14.575542480447602,-0.029626294718445106,-0.08225700846901904,-1.4435922013589597,0.017525318103157196,0.12461039538691043,-0.004680127163813809,565337.9652526281,16.588507507950403,-6.144280999056397e-05,-0.15843963760568958,-0.0018662444694526803,0.015464906863752605,0.042102115429605735,-0.0022298154413661737,0.0013933230014025575
GC,0,0.52854442,0,14.281759558428973,46.0,1.0,56.40152702324201,56.40152702324201,-1197.75,-8.895958236060494,0.00115683897452111,-2293.2190718144993,0.00615072542279993,-1165.0,-16.0,-46.0,-103592743.0,-0.68664136132187,-20.0,0.5520943336100999,-65.0,-10.678525580887,-29.275669268144796,-27.0,-7.0,-58.0,-7.337175178968172,-32.1513582181375,-0.07971182166062984,-103592743.0,0.173073416299266,-667.9030658766071,-7.7321551979277805,-171.1249242691872,-15.428576412132239,-4.37164304405079,-0.06663408949204402,-0.07389098733902999,-0.05841312232562901,-0.13569112128203797,-0.04184808399600798,0.02783639996841203,0.028384464446172042,-0.0016872636913349837,-0.0014112176778650065,0.05341543157826001,-0.06568458466391303,-0.051219776055014016,-1.1621096423541704,0.15779082712357703,-0.89841150985005,-0.05989522516351098,0.254014618511935,-2.32421928470834,-0.8204077624003596,-1.109569283385701,-1.0287714596201196,1811.43810384266,0.08935378328366803,-0.5354619198007602,3721.8010443451894,-1.106283087858401,-7.8074404786718805,5.530524876200502,-350.45518525443504,9.719058797803891,0.15271824612715498,-0.0059770276627557,-0.326934187753778,0.00316614443561024,118.25743042651993,0.09798218887535298,-1.3715133616769992,-9.307299540704419,80.61198802715042,-60.750754229324,30.620438455589063,0.16356358927065903,-0.22522554639292025,-378.38475543266406,-0.03280896873191,-0.05155211680708702,53.1648526646712,-0.066723527039944,-4.17396567309984,0.03507842234288339,1.9842424242425025,0.11820679522497798,-1.69516078971533,-9.600000000000001,644259.446363637,1042894.6684848503,194678.6014176674,0.220198296074883,-12.4466666666666,-0.015617171717171696,-0.05050536625423699,-1.53829164821541,0.030932203034732195,-0.49445794719764,-0.004930341581488831,636281.8605942151,46.8045388309946,-0.00012493348530136195,-4.80185231828156,-0.002998240238285579,-0.023990173063746796,0.32713605523690636,0.0023819594995468487,0.0017220354608540487
